"m","glm_mean","glm_sd","nb_mean","nb_sd","dab_mean","dab_sd"
426,0.232222222222222,0.0182551923385202,0.247704678362573,0.0190543926881006,0.231827485380117,0.0192182850517481
434,0.231676646706587,0.0166620067813559,0.244431137724551,0.0191252512389829,0.230508982035928,0.0189785419677014
442,0.230920245398773,0.0178152609489575,0.246518404907975,0.0216515052414811,0.231533742331288,0.0196546250711167
450,0.232279874213836,0.0196388076246573,0.244245283018868,0.0208881049431278,0.230330188679245,0.019216302484362
458,0.23191935483871,0.0181744032309554,0.245370967741935,0.0214246329627576,0.231935483870968,0.0198746851871938
466,0.23273178807947,0.0193373787960278,0.249006622516556,0.0200607377772104,0.231903973509934,0.0199073821139655
474,0.233656462585034,0.0210620016103554,0.247993197278912,0.0215935279948339,0.232704081632653,0.0207451678366827
482,0.230559440559441,0.0190889324829347,0.244982517482517,0.0212353803500892,0.230541958041958,0.019541970178367
490,0.231169064748201,0.0217312817505806,0.245017985611511,0.0225151305211228,0.229910071942446,0.0208651714081998
498,0.229944444444444,0.0219468561601904,0.2465,0.0227939890470993,0.230518518518519,0.0207238505048615
506,0.232996183206107,0.0208609127378189,0.24662213740458,0.0223267319647072,0.232767175572519,0.0210293074651288
514,0.229507874015748,0.0207081773440711,0.244192913385827,0.0218382303097764,0.227086614173228,0.0201398030152901
522,0.231829268292683,0.0229805684240024,0.245365853658537,0.0242606627103277,0.230873983739837,0.022112823405368
530,0.228550420168067,0.0243723597033027,0.244012605042017,0.0234675626793106,0.227584033613445,0.0223000488181228
538,0.229108695652174,0.0230897770936282,0.246478260869565,0.0245849358506226,0.229913043478261,0.0234342801718168
546,0.229009009009009,0.0222855933973122,0.24286036036036,0.0241406906858311,0.227702702702703,0.0250159062062726
554,0.227079439252336,0.0238598568562383,0.247056074766355,0.0240486411143886,0.22892523364486,0.0246109535386605
562,0.229320388349515,0.0256649529637784,0.247427184466019,0.0262924823748072,0.22995145631068,0.0254707557199827
570,0.229141414141414,0.0256244375737294,0.245656565656566,0.0278246440287289,0.230378787878788,0.0262440609980539
578,0.230131578947368,0.0284822946510642,0.244157894736842,0.029395511626567,0.229578947368421,0.0280619312587111
586,0.228049450549451,0.0256061452022122,0.243214285714286,0.0294344850866991,0.227472527472527,0.029749884652491
594,0.223419540229885,0.0262447065522457,0.244741379310345,0.0287862864348462,0.225287356321839,0.0292366647645021
602,0.22789156626506,0.0271771981404714,0.247048192771084,0.0283456639761009,0.228403614457831,0.0271077778371137
610,0.225791139240506,0.0316165346096179,0.246677215189873,0.0302865589132623,0.227088607594937,0.0298792066745913
618,0.2322,0.0300240737207951,0.248466666666667,0.0340046963616944,0.231966666666667,0.0324973735141083
626,0.225281690140845,0.0303822150848101,0.243556338028169,0.0342335595910419,0.224577464788732,0.0291412480553519
634,0.230858208955224,0.0325254614940715,0.247798507462687,0.0310302618468966,0.230111940298507,0.0304244125037203
642,0.224761904761905,0.0333008421965453,0.243531746031746,0.035013486272848,0.225436507936508,0.0327481759637352
650,0.230974576271186,0.0360848095913642,0.249491525423729,0.0358705698417801,0.230889830508475,0.0373188766515894
